"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2006",1.311,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2007",1.426,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2008",1.404,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2009",1.692,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2010",1.71,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2011",1.736,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2012",1.723,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2013",1.786,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2014",1.846,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2015",1.905,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2016",2.006,
"NOR","FAMPUBEXP","INKIND","PC_GDP","A","2017",1.968,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1980",0.94,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1981",0.918,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1982",0.912,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1983",0.928,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1984",0.912,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1985",0.902,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1986",0.903,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1987",0.912,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1988",0.892,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1989",0.86,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1990",1.115,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1991",1.145,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1992",1.213,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1993",1.311,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1994",1.315,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1995",1.313,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1996",1.349,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1997",1.356,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1998",1.456,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","1999",1.447,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2000",1.409,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2001",1.432,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2002",1.526,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2003",1.53,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2004",1.484,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2005",1.494,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2006",1.485,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2007",1.424,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2008",1.369,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2009",1.481,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2010",1.503,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2011",1.51,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2012",1.56,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2013",1.589,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2014",1.643,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2015",1.8,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2016",1.805,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2017",1.824,
"CHE","FAMPUBEXP","TOT","PC_GDP","A","2018",1.782,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1990",0.001,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1991",0.002,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1992",0.002,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1993",0.002,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1994",0.002,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1995",0.002,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1996",0.002,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1997",0.003,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1998",0.003,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","1999",0.003,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2000",0.003,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2001",0.003,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2002",0.005,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2003",0.007,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2004",0.01,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2005",0.011,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2006",0.016,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2007",0.021,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2008",0.03,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2009",0.04,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2010",0.045,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2011",0.058,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2012",0.063,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2013",0.168,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2014",0.175,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2015",0.17,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2016",0.159,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2017",0.152,
"KOR","FAMPUBEXP","INCASH","PC_GDP","A","2018",0.197,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1980",2.039,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1981",1.913,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1982",2.209,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1983",2.387,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1984",2.341,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1985",2.514,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1986",2.545,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1987",2.648,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1988",2.643,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1989",2.785,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1990",3.141,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1991",3.702,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1992",4.021,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1993",3.893,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1994",4.303,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1995",3.941,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1996",3.67,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1997",3.437,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1998",3.239,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","1999",3.124,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2000",2.924,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2001",2.814,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2002",2.795,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2003",2.808,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2004",2.817,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2005",2.831,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2006",2.8,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2007",2.713,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2008",2.778,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2009",3.119,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2010",3.098,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2011",3.071,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2012",3.17,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2013",3.194,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2014",3.161,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2015",3.082,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2016",3,
"FIN","FAMPUBEXP","TOT","PC_GDP","A","2017",2.867,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.651,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.657,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.649,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.628,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.632,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.618,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.598,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.59,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.569,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.565,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.538,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.502,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.491,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.517,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.527,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.525,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.544,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.55,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.534,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.514,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.494,
"SVN","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.663,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1980",0.944,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1981",0.984,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1982",1.164,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1983",1.193,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1984",1.171,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1985",1.143,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1986",1.044,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1987",1.236,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1988",1.307,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1989",1.409,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1990",1.51,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1991",1.778,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1992",2.022,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1993",2.204,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1994",2.314,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1995",2.721,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1996",2.848,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1997",2.748,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1998",2.652,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","1999",2.674,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2000",2.906,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2001",2.946,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2002",2.795,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2003",3.199,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2004",2.874,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2005",2.747,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2006",2.584,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2007",2.44,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2008",3.277,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2009",2.667,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2010",2.558,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2011",2.571,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2012",2.751,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2013",2.691,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2014",2.742,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2015",2.662,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2016",2.402,
"AUS","FAMPUBEXP","TOT","PC_GDP","A","2017",2.102,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1980",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1981",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1982",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1983",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1984",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1985",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1986",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1987",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1988",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1989",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1990",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1991",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1992",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1993",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1994",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1995",0,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1996",0.033,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1997",0.064,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1998",0.049,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","1999",0.063,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2000",0.088,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2001",0.088,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2002",0.084,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2003",0.084,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2004",0.085,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2005",0.11,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2006",0.087,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2007",0.14,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2008",0.16,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2009",0.181,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2010",0.167,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2011",0.161,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2012",0.168,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2013",0.189,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2014",0.182,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2015",0.185,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2016",0.251,
"TUR","FAMPUBEXP","INKIND","PC_GDP","A","2017",0.262,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","1995",2.383,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","1996",2.201,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","1997",2.032,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","1998",2.031,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","1999",2.241,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2000",1.953,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2001",1.799,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2002",1.779,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2003",1.751,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2004",1.939,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2005",1.502,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2006",1.409,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2007",1.345,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2008",1.3,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2009",1.554,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2010",1.578,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2011",1.626,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2012",1.655,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2013",1.681,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2014",1.676,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2015",1.617,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2016",1.648,
"SVK","FAMPUBEXP","TOT","PC_GDP","A","2017",1.697,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1985",0.283,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1986",0.196,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1987",0.092,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1988",0.051,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1989",0.094,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1990",0.083,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1991",0.086,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1992",0.152,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1993",0.12,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1994",0.102,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1995",0.133,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1996",0.134,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1997",0.125,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1998",0.425,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","1999",0.551,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2000",0.601,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2001",0.64,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2002",0.738,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2003",0.932,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2004",0.818,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2005",0.898,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2006",0.911,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2007",0.914,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2008",1.018,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2009",0.989,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2010",1.04,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2011",1.001,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2012",0.989,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2013",0.977,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2014",0.969,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2015",1.029,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2016",1.029,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2017",0.878,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2018",0.839,
"MEX","FAMPUBEXP","TOT","PC_GDP","A","2019",0.626,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1980",0.628,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1981",0.553,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1982",0.565,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1983",0.601,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1984",0.549,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1985",0.517,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1986",0.538,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1987",0.578,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1988",0.627,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1989",0.755,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1990",0.897,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1991",0.924,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1992",0.858,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1993",0.732,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1994",0.34,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1995",0.242,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1996",0.847,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1997",0.827,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1998",0.714,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","1999",0.787,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2000",0.206,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2001",0.219,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2002",0.234,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2003",0.226,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2004",0.233,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2005",0.266,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2006",0.248,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2007",0.315,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2008",0.296,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2009",0.342,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2010",0.317,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2011",0.33,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2012",0.357,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2013",0.381,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2014",0.371,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2015",0.381,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2016",0.472,
"TUR","FAMPUBEXP","TOT","PC_GDP","A","2017",0.479,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1980",2.037,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1981",2.162,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1982",2.027,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1983",2.224,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1984",2.226,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1985",2.173,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1986",2.211,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1987",2.155,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1988",2.144,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1989",2.03,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1990",2.166,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1991",2.266,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1992",2.242,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1993",1.981,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1994",1.942,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1995",1.735,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1996",1.792,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1997",1.71,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1998",1.63,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","1999",1.619,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2000",1.373,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2001",1.442,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2002",1.598,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2003",1.66,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2004",1.666,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2005",1.711,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2006",1.768,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2007",1.768,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2008",1.9,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2009",2.016,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2010",1.969,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2011",1.994,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2012",2.096,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2013",2.14,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2014",2.156,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2015",2.127,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2016",2.162,
"SWE","FAMPUBEXP","INKIND","PC_GDP","A","2017",2.151,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1980",0.627,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1981",0.617,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1982",0.644,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1983",0.621,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1984",0.599,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1985",0.581,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1986",0.561,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1987",0.526,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1988",0.5,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1989",0.489,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1990",0.5,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1991",0.58,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1992",0.485,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1993",0.853,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1994",0.788,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1995",0.765,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1996",0.726,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1997",0.701,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1998",0.716,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","1999",0.699,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2000",0.74,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2001",0.843,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2002",0.87,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2003",0.869,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2004",0.879,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2005",0.864,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2006",0.978,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2007",1.018,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2008",1.016,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2009",1.091,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2010",1.044,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2011",1.004,
"CAN","FAMPUBEXP","INCASH","PC_GDP","A","2012",1.001,
